,fighter,salary,year,Unnamed: 0,first_name,last_name,height,weight,stance,wins,losses,draws,number_of_fights,full_name,gender,current_or_former_champ
1463,Robert Peralta,"$20,000 ",2012,82,Robert,Peralta,"5' 8""",145,Orthodox,18,8,0,26,Robert Peralta,m,f
1464,Robert Peralta,"$20,000 ",2013,82,Robert,Peralta,"5' 8""",145,Orthodox,18,8,0,26,Robert Peralta,m,f
1465,Robert Peralta,"$46,000 ",2014,82,Robert,Peralta,"5' 8""",145,Orthodox,18,8,0,26,Robert Peralta,m,f
1466,Robert Peralta,"$18,000 ",2015,82,Robert,Peralta,"5' 8""",145,Orthodox,18,8,0,26,Robert Peralta,m,f
1467,Chris Cariaso,"$20,000 ",2011,44,Chris,Cariaso,"5' 3""",125,Southpaw,17,8,0,25,Chris Cariaso,m,f
1468,Chris Cariaso,"$24,000 ",2012,44,Chris,Cariaso,"5' 3""",125,Southpaw,17,8,0,25,Chris Cariaso,m,f
1469,Chris Cariaso,"$24,000 ",2013,44,Chris,Cariaso,"5' 3""",125,Southpaw,17,8,0,25,Chris Cariaso,m,f
1470,Chris Cariaso,"$98,000 ",2014,44,Chris,Cariaso,"5' 3""",125,Southpaw,17,8,0,25,Chris Cariaso,m,f
1471,Chris Cariaso,"$58,000 ",2015,44,Chris,Cariaso,"5' 3""",125,Southpaw,17,8,0,25,Chris Cariaso,m,f
1472,Eddie Wineland,"$20,000 ",2011,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1473,Eddie Wineland,"$90,000 ",2012,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1474,Eddie Wineland,"$90,000 ",2013,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1475,Eddie Wineland,"$59,000 ",2014,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1476,Eddie Wineland,"$31,000 ",2015,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1477,Eddie Wineland,"$102,000 ",2016,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1478,Eddie Wineland,"$46,000 ",2017,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1479,Eddie Wineland,"$46,000 ",2018,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1480,Eddie Wineland,"$77,000 ",2019,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1481,Eddie Wineland,"$61,000 ",2020,98,Eddie,Wineland,"5' 7""",135,Orthodox,24,15,1,40,Eddie Wineland,m,f
1482,Ivan Menjivar,"$20,000 ",2011,202,Ivan,Menjivar,"5' 6""",145,Orthodox,25,12,0,37,Ivan Menjivar,m,f
1483,Ivan Menjivar,"$185,000 ",2012,202,Ivan,Menjivar,"5' 6""",145,Orthodox,25,12,0,37,Ivan Menjivar,m,f
1484,Ivan Menjivar,"$185,000 ",2013,202,Ivan,Menjivar,"5' 6""",145,Orthodox,25,12,0,37,Ivan Menjivar,m,f
1485,Ivan Menjivar,"$17,000 ",2014,202,Ivan,Menjivar,"5' 6""",145,Orthodox,25,12,0,37,Ivan Menjivar,m,f
1486,Mackens Semerzier,"$20,000 ",2011,142,Mackens,Semerzier,"5' 9""",145,Orthodox,8,4,0,12,Mackens Semerzier,m,f
1487,Mackens Semerzier,"$8,000 ",2012,142,Mackens,Semerzier,"5' 9""",145,Orthodox,8,4,0,12,Mackens Semerzier,m,f
1488,Mackens Semerzier,"$8,000 ",2013,142,Mackens,Semerzier,"5' 9""",145,Orthodox,8,4,0,12,Mackens Semerzier,m,f
1489,Steve Cantwell,"$20,000 ",2011,34,Steve,Cantwell,"6' 2""",185,Orthodox,7,6,0,13,Steve Cantwell,m,f
1490,Steve Cantwell,"$10,000 ",2012,34,Steve,Cantwell,"6' 2""",185,Orthodox,7,6,0,13,Steve Cantwell,m,f
1491,Steve Cantwell,"$10,000 ",2013,34,Steve,Cantwell,"6' 2""",185,Orthodox,7,6,0,13,Steve Cantwell,m,f
1492,Aaron Rosa,"$18,000 ",2011,161,Aaron,Rosa,"6' 4""",205,Orthodox,18,6,0,24,Aaron Rosa,m,f
1493,Aaron Rosa,"$6,000 ",2012,161,Aaron,Rosa,"6' 4""",205,Orthodox,18,6,0,24,Aaron Rosa,m,f
1494,Aaron Rosa,"$6,000 ",2013,161,Aaron,Rosa,"6' 4""",205,Orthodox,18,6,0,24,Aaron Rosa,m,f
1495,Cole Escovedo,"$18,000 ",2011,60,Cole,Escovedo,"5' 7""",135,Orthodox,17,9,0,26,Cole Escovedo,m,f
1496,Vagner Rocha,"$18,000 ",2011,121,Vagner,Rocha,"5' 10""",155,Orthodox,14,4,0,18,Vagner Rocha,m,f
1497,Vagner Rocha,"$6,000 ",2012,121,Vagner,Rocha,"5' 10""",155,Orthodox,14,4,0,18,Vagner Rocha,m,f
1498,Vagner Rocha,"$6,000 ",2013,121,Vagner,Rocha,"5' 10""",155,Orthodox,14,4,0,18,Vagner Rocha,m,f
1499,Vagner Rocha,"$8,000 ",2014,121,Vagner,Rocha,"5' 10""",155,Orthodox,14,4,0,18,Vagner Rocha,m,f
1500,Bryan Caraway,"$16,000 ",2011,40,Bryan,Caraway,"5' 8""",135,Orthodox,21,9,0,30,Bryan Caraway,m,f
1501,Bryan Caraway,"$81,000 ",2012,40,Bryan,Caraway,"5' 8""",135,Orthodox,21,9,0,30,Bryan Caraway,m,f
1502,Bryan Caraway,"$81,000 ",2013,40,Bryan,Caraway,"5' 8""",135,Orthodox,21,9,0,30,Bryan Caraway,m,f
1503,Bryan Caraway,"$32,000 ",2014,40,Bryan,Caraway,"5' 8""",135,Orthodox,21,9,0,30,Bryan Caraway,m,f
1504,Bryan Caraway,"$29,000 ",2015,40,Bryan,Caraway,"5' 8""",135,Orthodox,21,9,0,30,Bryan Caraway,m,f
1505,Bryan Caraway,"$41,000 ",2016,40,Bryan,Caraway,"5' 8""",135,Orthodox,21,9,0,30,Bryan Caraway,m,f
1506,Bryan Caraway,"$62,000 ",2018,40,Bryan,Caraway,"5' 8""",135,Orthodox,21,9,0,30,Bryan Caraway,m,f
1507,Chris Cope,"$16,000 ",2011,181,Chris,Cope,"6' 0""",170,Orthodox,8,4,0,12,Chris Cope,m,f
1508,Chris Cope,"$8,000 ",2012,181,Chris,Cope,"6' 0""",170,Orthodox,8,4,0,12,Chris Cope,m,f
1509,Chris Cope,"$8,000 ",2013,181,Chris,Cope,"6' 0""",170,Orthodox,8,4,0,12,Chris Cope,m,f
1510,John Albert,"$16,000 ",2011,36,John,Albert,"5' 8""",135,Orthodox,6,5,0,11,John Albert,m,f
1511,John Albert,"$91,000 ",2012,36,John,Albert,"5' 8""",135,Orthodox,6,5,0,11,John Albert,m,f
1512,John Albert,"$91,000 ",2013,36,John,Albert,"5' 8""",135,Orthodox,6,5,0,11,John Albert,m,f
1513,Johnny Bedford,"$16,000 ",2011,65,Johnny,Bedford,"5' 10""",135,Orthodox,21,13,1,35,Johnny Bedford,m,f
1514,Johnny Bedford,"$16,000 ",2012,65,Johnny,Bedford,"5' 10""",135,Orthodox,21,13,1,35,Johnny Bedford,m,f
1515,Johnny Bedford,"$16,000 ",2013,65,Johnny,Bedford,"5' 10""",135,Orthodox,21,13,1,35,Johnny Bedford,m,f
1516,Johnny Bedford,"$24,000 ",2014,65,Johnny,Bedford,"5' 10""",135,Orthodox,21,13,1,35,Johnny Bedford,m,f
1517,Marcus Brimage,"$16,000 ",2011,194,Marcus,Brimage,"5' 4""",135,Southpaw,7,7,0,14,Marcus Brimage,m,f
1518,Marcus Brimage,"$32,000 ",2012,194,Marcus,Brimage,"5' 4""",135,Southpaw,7,7,0,14,Marcus Brimage,m,f
1519,Marcus Brimage,"$32,000 ",2013,194,Marcus,Brimage,"5' 4""",135,Southpaw,7,7,0,14,Marcus Brimage,m,f
1520,Marcus Brimage,"$30,000 ",2014,194,Marcus,Brimage,"5' 4""",135,Southpaw,7,7,0,14,Marcus Brimage,m,f
1521,Marcus Brimage,"$29,000 ",2015,194,Marcus,Brimage,"5' 4""",135,Southpaw,7,7,0,14,Marcus Brimage,m,f
1522,Paul Bradley,"$16,000 ",2011,177,Paul,Bradley,"5' 9""",170,Orthodox,23,8,0,31,Paul Bradley,m,f
1523,Roland Delorme,"$16,000 ",2011,70,Roland,Delorme,"5' 9""",135,Orthodox,9,5,0,14,Roland Delorme,m,f
1524,Roland Delorme,"$24,000 ",2012,70,Roland,Delorme,"5' 9""",135,Orthodox,9,5,0,14,Roland Delorme,m,f
1525,Roland Delorme,"$24,000 ",2013,70,Roland,Delorme,"5' 9""",135,Orthodox,9,5,0,14,Roland Delorme,m,f
1526,Roland Delorme,"$24,000 ",2014,70,Roland,Delorme,"5' 9""",135,Orthodox,9,5,0,14,Roland Delorme,m,f
1527,Ronny Markes,"$16,000 ",2011,69,Ronny,Markes,"6' 1""",185,Orthodox,17,5,0,22,Ronny Markes,m,f
1528,Ronny Markes,"$16,000 ",2012,69,Ronny,Markes,"6' 1""",185,Orthodox,17,5,0,22,Ronny Markes,m,f
1529,Ronny Markes,"$16,000 ",2013,69,Ronny,Markes,"6' 1""",185,Orthodox,17,5,0,22,Ronny Markes,m,f
1530,Ronny Markes,"$6,400 ",2014,69,Ronny,Markes,"6' 1""",185,Orthodox,17,5,0,22,Ronny Markes,m,f
1531,Antonio McKee,"$15,000 ",2011,160,Antonio,McKee,"5' 8""",155,Southpaw,29,6,2,37,Antonio McKee,m,f
1532,Cub Swanson,"$15,000 ",2011,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1533,Cub Swanson,"$221,000 ",2012,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1534,Cub Swanson,"$221,000 ",2013,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1535,Cub Swanson,"$153,000 ",2014,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1536,Cub Swanson,"$44,000 ",2015,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1537,Cub Swanson,"$371,000 ",2016,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1538,Cub Swanson,"$364,000 ",2017,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1539,Cub Swanson,"$206,000 ",2018,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1540,Cub Swanson,"$360,000 ",2019,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1541,Cub Swanson,"$210,000 ",2020,395,Cub,Swanson,"5' 8""",145,Orthodox,27,12,0,39,Cub Swanson,m,f
1542,Ken Stone,"$15,000 ",2011,356,Ken,Stone,"5' 8""",135,Southpaw,11,4,0,15,Ken Stone,m,f
1543,Ken Stone,"$15,000 ",2012,356,Ken,Stone,"5' 8""",135,Southpaw,11,4,0,15,Ken Stone,m,f
1544,Ken Stone,"$15,000 ",2013,356,Ken,Stone,"5' 8""",135,Southpaw,11,4,0,15,Ken Stone,m,f
1545,Eric Schafer,"$13,000 ",2011,105,Eric,Schafer,"6' 3""",185,Orthodox,14,8,2,24,Eric Schafer,m,f
1546,Eric Schafer,"$13,000 ",2012,105,Eric,Schafer,"6' 3""",185,Orthodox,14,8,2,24,Eric Schafer,m,f
1547,Eric Schafer,"$13,000 ",2013,105,Eric,Schafer,"6' 3""",185,Orthodox,14,8,2,24,Eric Schafer,m,f
1548,Clifford Starks,"$12,000 ",2011,329,Clifford,Starks,"6' 0""",185,Orthodox,13,3,0,16,Clifford Starks,m,f
1549,Clifford Starks,"$8,000 ",2012,329,Clifford,Starks,"6' 0""",185,Orthodox,13,3,0,16,Clifford Starks,m,f
1550,Clifford Starks,"$8,000 ",2013,329,Clifford,Starks,"6' 0""",185,Orthodox,13,3,0,16,Clifford Starks,m,f
1551,Damacio Page,"$12,000 ",2011,8,Damacio,Page,"5' 6""",135,Orthodox,19,10,0,29,Damacio Page,m,f
1552,Damacio Page,"$62,000 ",2012,8,Damacio,Page,"5' 6""",135,Orthodox,19,10,0,29,Damacio Page,m,f
1553,Damacio Page,"$62,000 ",2013,8,Damacio,Page,"5' 6""",135,Orthodox,19,10,0,29,Damacio Page,m,f
1554,Darren Uyenoyama,"$12,000 ",2011,18,Darren,Uyenoyama,"5' 6""",125,Orthodox,10,6,0,16,Darren Uyenoyama,m,f
1555,Darren Uyenoyama,"$16,000 ",2012,18,Darren,Uyenoyama,"5' 6""",125,Orthodox,10,6,0,16,Darren Uyenoyama,m,f
1556,Darren Uyenoyama,"$16,000 ",2013,18,Darren,Uyenoyama,"5' 6""",125,Orthodox,10,6,0,16,Darren Uyenoyama,m,f
1557,Donny Walker,"$12,000 ",2011,7,Donny,Walker,"5' 9""",135,,15,10,0,25,Donny Walker,m,f
1558,Erick Silva,"$12,000 ",2011,203,Erick,Silva,"6' 0""",170,Orthodox,19,9,0,28,Erick Silva,m,f
1559,Erick Silva,"$152,000 ",2012,203,Erick,Silva,"6' 0""",170,Orthodox,19,9,0,28,Erick Silva,m,f
1560,Erick Silva,"$152,000 ",2013,203,Erick,Silva,"6' 0""",170,Orthodox,19,9,0,28,Erick Silva,m,f
1561,Erick Silva,"$244,000 ",2014,203,Erick,Silva,"6' 0""",170,Orthodox,19,9,0,28,Erick Silva,m,f
1562,Erick Silva,"$100,000 ",2015,203,Erick,Silva,"6' 0""",170,Orthodox,19,9,0,28,Erick Silva,m,f
1563,Erick Silva,"$172,000 ",2016,203,Erick,Silva,"6' 0""",170,Orthodox,19,9,0,28,Erick Silva,m,f
1564,Erick Silva,"$92,000 ",2017,203,Erick,Silva,"6' 0""",170,Orthodox,19,9,0,28,Erick Silva,m,f
1565,Francis Carmont,"$12,000 ",2011,50,Francis,Carmont,"6' 3""",205,Orthodox,25,12,0,37,Francis Carmont,m,f
1566,Francis Carmont,"$60,000 ",2012,50,Francis,Carmont,"6' 3""",205,Orthodox,25,12,0,37,Francis Carmont,m,f
1567,Francis Carmont,"$60,000 ",2013,50,Francis,Carmont,"6' 3""",205,Orthodox,25,12,0,37,Francis Carmont,m,f
1568,Francis Carmont,"$90,000 ",2014,50,Francis,Carmont,"6' 3""",205,Orthodox,25,12,0,37,Francis Carmont,m,f
1569,Jason Young,"$12,000 ",2011,36,Jason,Young,"5' 9""",145,Orthodox,9,6,0,15,Jason Young,m,f
1570,Jason Young,"$18,000 ",2012,36,Jason,Young,"5' 9""",145,Orthodox,9,6,0,15,Jason Young,m,f
1571,Jason Young,"$18,000 ",2013,36,Jason,Young,"5' 9""",145,Orthodox,9,6,0,15,Jason Young,m,f
1572,Jeff Hougland,"$12,000 ",2011,170,Jeff,Hougland,"5' 7""",135,Orthodox,10,6,0,16,Jeff Hougland,m,f
1573,Jeff Hougland,"$14,000 ",2012,170,Jeff,Hougland,"5' 7""",135,Orthodox,10,6,0,16,Jeff Hougland,m,f
1574,Jeff Hougland,"$14,000 ",2013,170,Jeff,Hougland,"5' 7""",135,Orthodox,10,6,0,16,Jeff Hougland,m,f
1575,Walel Watson,"$12,000 ",2011,42,Walel,Watson,"5' 11""",135,Orthodox,14,10,0,24,Walel Watson,m,f
1576,Walel Watson,"$12,000 ",2012,42,Walel,Watson,"5' 11""",135,Orthodox,14,10,0,24,Walel Watson,m,f
1577,Walel Watson,"$12,000 ",2013,42,Walel,Watson,"5' 11""",135,Orthodox,14,10,0,24,Walel Watson,m,f
1578,Charlie Valencia,"$10,000 ",2011,3,Charlie,Valencia,"5' 3""",135,Orthodox,12,7,0,19,Charlie Valencia,m,f
1579,Tim Credeur,"$10,000 ",2011,218,Tim,Credeur,"6' 3""",185,Orthodox,12,4,0,16,Tim Credeur,m,f
1580,Antonio Banuelos,"$9,000 ",2011,21,Antonio,Banuelos,"5' 5""",135,Orthodox,20,11,1,32,Antonio Banuelos,m,f
1581,Mike Easton,"$8,800 ",2011,3,Mike,Easton,"5' 6""",135,Southpaw,13,6,0,19,Mike Easton,m,f
1582,Mike Easton,"$54,000 ",2012,3,Mike,Easton,"5' 6""",135,Southpaw,13,6,0,19,Mike Easton,m,f
1583,Mike Easton,"$54,000 ",2013,3,Mike,Easton,"5' 6""",135,Southpaw,13,6,0,19,Mike Easton,m,f
1584,Mike Easton,"$28,000 ",2014,3,Mike,Easton,"5' 6""",135,Southpaw,13,6,0,19,Mike Easton,m,f
1585,Danny Downes,"$8,000 ",2011,141,Danny,Downes,"6' 0""",155,Orthodox,8,3,0,11,Danny Downes,m,f
1586,Dustin Neace,"$8,000 ",2011,34,Dustin,Neace,"5' 9""",145,,25,21,1,47,Dustin Neace,m,f
1587,Dustin Pague,"$8,000 ",2011,10,Dustin,Pague,"5' 9""",135,Orthodox,12,11,0,23,Dustin Pague,m,f
1588,Dustin Pague,"$32,000 ",2012,10,Dustin,Pague,"5' 9""",135,Orthodox,12,11,0,23,Dustin Pague,m,f
1589,Dustin Pague,"$32,000 ",2013,10,Dustin,Pague,"5' 9""",135,Orthodox,12,11,0,23,Dustin Pague,m,f
1590,Edward Faaloloto,"$8,000 ",2011,0,Edward,Faaloloto,--,155,,2,5,0,7,Edward Faaloloto,m,f
1591,Jake Hecht,"$8,000 ",2011,71,Jake,Hecht,"6' 0""",170,Orthodox,11,4,0,15,Jake Hecht,m,f
1592,Jake Hecht,"$16,000 ",2012,71,Jake,Hecht,"6' 0""",170,Orthodox,11,4,0,15,Jake Hecht,m,f
1593,Jake Hecht,"$16,000 ",2013,71,Jake,Hecht,"6' 0""",170,Orthodox,11,4,0,15,Jake Hecht,m,f
1594,Jeff Curran,"$8,000 ",2011,244,Jeff,Curran,"5' 6""",135,Orthodox,36,18,1,55,Jeff Curran,m,f
1595,Jeff Curran,"$8,000 ",2012,244,Jeff,Curran,"5' 6""",135,Orthodox,36,18,1,55,Jeff Curran,m,f
1596,Jeff Curran,"$8,000 ",2013,244,Jeff,Curran,"5' 6""",135,Orthodox,36,18,1,55,Jeff Curran,m,f
1597,John Cholish,"$8,000 ",2011,115,John,Cholish,"5' 11""",155,Orthodox,8,3,0,11,John Cholish,m,f
1598,John Cholish,"$6,000 ",2012,115,John,Cholish,"5' 11""",155,Orthodox,8,3,0,11,John Cholish,m,f
1599,John Cholish,"$6,000 ",2013,115,John,Cholish,"5' 11""",155,Orthodox,8,3,0,11,John Cholish,m,f
1600,John Maguire,"$8,000 ",2011,34,John,Maguire,"5' 9""",155,Southpaw,24,9,0,33,John Maguire,m,f
1601,John Maguire,"$74,000 ",2012,34,John,Maguire,"5' 9""",155,Southpaw,24,9,0,33,John Maguire,m,f
1602,John Maguire,"$74,000 ",2013,34,John,Maguire,"5' 9""",155,Southpaw,24,9,0,33,John Maguire,m,f
1603,Josh Ferguson,"$8,000 ",2011,24,Josh,Ferguson,"5' 5""",125,Orthodox,10,5,0,15,Josh Ferguson,m,f
1604,Louis Gaudinot,"$8,000 ",2011,47,Louis,Gaudinot,"5' 3""",125,Orthodox,8,4,0,12,Louis Gaudinot,m,f
1605,Louis Gaudinot,"$16,000 ",2014,47,Louis,Gaudinot,"5' 3""",125,Orthodox,8,4,0,12,Louis Gaudinot,m,f
1606,Louis Gaudinot,"$10,000 ",2015,47,Louis,Gaudinot,"5' 3""",125,Orthodox,8,4,0,12,Louis Gaudinot,m,f
1607,Philip De Fries,"$8,000 ",2011,47,Philip,De Fries,"6' 5""",250,Orthodox,12,6,0,18,Philip De Fries,m,f
1608,Philip De Fries,"$62,000 ",2012,47,Philip,De Fries,"6' 5""",250,Orthodox,12,6,0,18,Philip De Fries,m,f
1609,Philip De Fries,"$62,000 ",2013,47,Philip,De Fries,"6' 5""",250,Orthodox,12,6,0,18,Philip De Fries,m,f
1610,Ryan McGillivray,"$8,000 ",2011,155,Ryan,McGillivray,"5' 11""",170,,12,0,1,13,Ryan McGillivray,m,f
1611,Stephen Bass,"$8,000 ",2011,51,Stephen,Bass,"5' 9""",145,Orthodox,11,2,0,13,Stephen Bass,m,f
1612,Stipe Miocic,"$8,000 ",2011,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1613,Stipe Miocic,"$141,000 ",2012,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1614,Stipe Miocic,"$141,000 ",2013,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1615,Stipe Miocic,"$220,000 ",2014,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1616,Stipe Miocic,"$60,000 ",2015,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1617,Stipe Miocic,"$1,075,000 ",2016,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1618,Stipe Miocic,"$690,000 ",2017,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1619,Stipe Miocic,"$1,430,000 ",2018,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1620,Stipe Miocic,"$830,000 ",2019,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1621,Stipe Miocic,"$790,000 ",2020,243,Stipe,Miocic,"6' 4""",240,Orthodox,20,4,0,24,Stipe Miocic,m,t
1622,T.J. Dillashaw,"$8,000 ",2011,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1623,T.J. Dillashaw,"$36,000 ",2012,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1624,T.J. Dillashaw,"$36,000 ",2013,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1625,T.J. Dillashaw,"$314,000 ",2014,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1626,T.J. Dillashaw,"$210,000 ",2015,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1627,T.J. Dillashaw,"$430,000 ",2016,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1628,T.J. Dillashaw,"$280,000 ",2017,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1629,T.J. Dillashaw,"$440,000 ",2018,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1630,T.J. Dillashaw,"$380,000 ",2019,105,TJ,Dillashaw,"5' 6""",135,Orthodox,18,4,0,22,T.J. Dillashaw,m,t
1631,Nicholas Musoke,"$7,200 ",2011,365,Nicholas,Musoke,"6' 0""",170,Orthodox,13,5,0,18,Nicholas Musoke,m,f
1632,Nicholas Musoke,"$49,000 ",2014,365,Nicholas,Musoke,"6' 0""",170,Orthodox,13,5,0,18,Nicholas Musoke,m,f
1633,Nicholas Musoke,"$12,000 ",2015,365,Nicholas,Musoke,"6' 0""",170,Orthodox,13,5,0,18,Nicholas Musoke,m,f
1634,Nicholas Musoke,"$14,500 ",2017,365,Nicholas,Musoke,"6' 0""",170,Orthodox,13,5,0,18,Nicholas Musoke,m,f
1635,Kamal Shalorus,"$7,000 ",2011,160,Kamal,Shalorus,"5' 8""",155,Orthodox,9,5,2,16,Kamal Shalorus,m,f
1636,Kamal Shalorus,"$22,000 ",2012,160,Kamal,Shalorus,"5' 8""",155,Orthodox,9,5,2,16,Kamal Shalorus,m,f
1637,Kamal Shalorus,"$22,000 ",2013,160,Kamal,Shalorus,"5' 8""",155,Orthodox,9,5,2,16,Kamal Shalorus,m,f
1638,Matt Grice,"$7,000 ",2011,171,Matt,Grice,"5' 8""",145,Orthodox,15,5,0,20,Matt Grice,m,f
1639,Matt Grice,"$12,000 ",2012,171,Matt,Grice,"5' 8""",145,Orthodox,15,5,0,20,Matt Grice,m,f
1640,Matt Grice,"$12,000 ",2013,171,Matt,Grice,"5' 8""",145,Orthodox,15,5,0,20,Matt Grice,m,f
1641,Alex Soto,"$6,000 ",2011,290,Alex,Soto,"5' 8""",135,Southpaw,8,3,1,12,Alex Soto,m,f
1642,Alex Soto,"$6,000 ",2012,290,Alex,Soto,"5' 8""",135,Southpaw,8,3,1,12,Alex Soto,m,f
1643,Alex Soto,"$6,000 ",2013,290,Alex,Soto,"5' 8""",135,Southpaw,8,3,1,12,Alex Soto,m,f
1644,Dustin Jacoby,"$6,000 ",2011,11,Dustin,Jacoby,"6' 3""",205,Orthodox,16,5,1,22,Dustin Jacoby,m,f
1645,Dustin Jacoby,"$6,000 ",2012,11,Dustin,Jacoby,"6' 3""",205,Orthodox,16,5,1,22,Dustin Jacoby,m,f
1646,Dustin Jacoby,"$6,000 ",2013,11,Dustin,Jacoby,"6' 3""",205,Orthodox,16,5,1,22,Dustin Jacoby,m,f
1647,Dustin Jacoby,"$23,500 ",2020,11,Dustin,Jacoby,"6' 3""",205,Orthodox,16,5,1,22,Dustin Jacoby,m,f
1648,Felipe Arantes,"$6,000 ",2011,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1649,Felipe Arantes,"$20,000 ",2012,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1650,Felipe Arantes,"$20,000 ",2013,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1651,Felipe Arantes,"$32,000 ",2014,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1652,Felipe Arantes,"$76,500 ",2015,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1653,Felipe Arantes,"$70,400 ",2016,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1654,Felipe Arantes,"$28,000 ",2017,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1655,Felipe Arantes,"$33,000 ",2018,130,Felipe,Arantes,"5' 8""",135,Orthodox,18,10,1,29,Felipe Arantes,m,f
1656,James Head,"$6,000 ",2011,65,James,Head,"6' 1""",170,Orthodox,9,4,0,13,James Head,m,f
1657,James Head,"$36,000 ",2012,65,James,Head,"6' 1""",170,Orthodox,9,4,0,13,James Head,m,f
1658,James Head,"$36,000 ",2013,65,James,Head,"6' 1""",170,Orthodox,9,4,0,13,James Head,m,f
1659,Josh Clopton,"$6,000 ",2011,143,Josh,Clopton,"5' 6""",145,Orthodox,6,2,1,9,Josh Clopton,m,f
1660,Kenny Robertson,"$6,000 ",2011,114,Kenny,Robertson,"5' 10""",170,Orthodox,15,5,0,20,Kenny Robertson,m,f
1661,Kenny Robertson,"$48,000 ",2014,114,Kenny,Robertson,"5' 10""",170,Orthodox,15,5,0,20,Kenny Robertson,m,f
1662,Kenny Robertson,"$105,000 ",2015,114,Kenny,Robertson,"5' 10""",170,Orthodox,15,5,0,20,Kenny Robertson,m,f
1663,Kenny Robertson,"$23,000 ",2016,114,Kenny,Robertson,"5' 10""",170,Orthodox,15,5,0,20,Kenny Robertson,m,f
