,fighter,salary,year,Unnamed: 0,first_name,last_name,height,weight,stance,wins,losses,draws,number_of_fights,full_name,gender,current_or_former_champ
2576,Randa Markos,"$40,600 ",2016,71,Randa,Markos,"5' 4""",115,Orthodox,11,12,1,24,Randa Markos,f,f
2577,Randa Markos,"$56,400 ",2017,71,Randa,Markos,"5' 4""",115,Orthodox,11,12,1,24,Randa Markos,f,f
2578,Randa Markos,"$83,000 ",2018,71,Randa,Markos,"5' 4""",115,Orthodox,11,12,1,24,Randa Markos,f,f
2579,Randa Markos,"$220,000 ",2019,71,Randa,Markos,"5' 4""",115,Orthodox,11,12,1,24,Randa Markos,f,f
2580,Randa Markos,"$131,000 ",2020,71,Randa,Markos,"5' 4""",115,Orthodox,11,12,1,24,Randa Markos,f,f
2581,Trevor Smith,"$58,000 ",2014,254,Trevor,Smith,"6' 3""",185,Orthodox,15,10,0,25,Trevor Smith,m,f
2582,Trevor Smith,"$39,000 ",2015,254,Trevor,Smith,"6' 3""",185,Orthodox,15,10,0,25,Trevor Smith,m,f
2583,Trevor Smith,"$77,000 ",2016,254,Trevor,Smith,"6' 3""",185,Orthodox,15,10,0,25,Trevor Smith,m,f
2584,Trevor Smith,"$48,000 ",2017,254,Trevor,Smith,"6' 3""",185,Orthodox,15,10,0,25,Trevor Smith,m,f
2585,Trevor Smith,"$78,000 ",2018,254,Trevor,Smith,"6' 3""",185,Orthodox,15,10,0,25,Trevor Smith,m,f
2586,Trevor Smith,"$44,000 ",2019,254,Trevor,Smith,"6' 3""",185,Orthodox,15,10,0,25,Trevor Smith,m,f
2587,Alexis Davis,"$54,000 ",2014,36,Alexis,Davis,"5' 6""",135,Orthodox,20,11,0,31,Alexis Davis,f,f
2588,Alexis Davis,"$48,000 ",2015,36,Alexis,Davis,"5' 6""",135,Orthodox,20,11,0,31,Alexis Davis,f,f
2589,Alexis Davis,"$32,000 ",2016,36,Alexis,Davis,"5' 6""",135,Orthodox,20,11,0,31,Alexis Davis,f,f
2590,Alexis Davis,"$133,000 ",2017,36,Alexis,Davis,"5' 6""",135,Orthodox,20,11,0,31,Alexis Davis,f,f
2591,Alexis Davis,"$47,000 ",2018,36,Alexis,Davis,"5' 6""",135,Orthodox,20,11,0,31,Alexis Davis,f,f
2592,Alexis Davis,"$90,000 ",2019,36,Alexis,Davis,"5' 6""",135,Orthodox,20,11,0,31,Alexis Davis,f,f
2593,Luke Barnatt,"$52,000 ",2014,29,Luke,Barnatt,"6' 6""",185,Orthodox,13,4,0,17,Luke Barnatt,m,f
2594,Luke Barnatt,"$14,000 ",2015,29,Luke,Barnatt,"6' 6""",185,Orthodox,13,4,0,17,Luke Barnatt,m,f
2595,Derrick Lewis,"$51,000 ",2014,97,Derrick,Lewis,"6' 3""",260,Orthodox,25,8,0,33,Derrick Lewis,m,f
2596,Derrick Lewis,"$95,000 ",2015,97,Derrick,Lewis,"6' 3""",260,Orthodox,25,8,0,33,Derrick Lewis,m,f
2597,Derrick Lewis,"$318,000 ",2016,97,Derrick,Lewis,"6' 3""",260,Orthodox,25,8,0,33,Derrick Lewis,m,f
2598,Derrick Lewis,"$327,000 ",2017,97,Derrick,Lewis,"6' 3""",260,Orthodox,25,8,0,33,Derrick Lewis,m,f
2599,Derrick Lewis,"$1,440,000 ",2018,97,Derrick,Lewis,"6' 3""",260,Orthodox,25,8,0,33,Derrick Lewis,m,f
2600,Derrick Lewis,"$500,000 ",2019,97,Derrick,Lewis,"6' 3""",260,Orthodox,25,8,0,33,Derrick Lewis,m,f
2601,Derrick Lewis,"$620,000 ",2020,97,Derrick,Lewis,"6' 3""",260,Orthodox,25,8,0,33,Derrick Lewis,m,f
2602,Dustin Kimura,"$50,000 ",2014,73,Dustin,Kimura,"5' 7""",135,Orthodox,11,3,0,14,Dustin Kimura,m,f
2603,Pat Healy,"$50,000 ",2014,66,Pat,Healy,"6' 0""",155,Orthodox,34,23,0,57,Pat Healy,m,f
2604,Ilir Latifi,"$48,000 ",2014,32,Ilir,Latifi,"5' 10""",230,Orthodox,16,8,0,24,Ilir Latifi,m,f
2605,Ilir Latifi,"$26,500 ",2015,32,Ilir,Latifi,"5' 10""",230,Orthodox,16,8,0,24,Ilir Latifi,m,f
2606,Ilir Latifi,"$142,000 ",2016,32,Ilir,Latifi,"5' 10""",230,Orthodox,16,8,0,24,Ilir Latifi,m,f
2607,Ilir Latifi,"$61,000 ",2017,32,Ilir,Latifi,"5' 10""",230,Orthodox,16,8,0,24,Ilir Latifi,m,f
2608,Ilir Latifi,"$221,000 ",2018,32,Ilir,Latifi,"5' 10""",230,Orthodox,16,8,0,24,Ilir Latifi,m,f
2609,Ilir Latifi,"$100,000 ",2019,32,Ilir,Latifi,"5' 10""",230,Orthodox,16,8,0,24,Ilir Latifi,m,f
2610,Ilir Latifi,"$100,000 ",2020,32,Ilir,Latifi,"5' 10""",230,Orthodox,16,8,0,24,Ilir Latifi,m,f
2611,Sara McMann,"$48,000 ",2014,170,Sara,McMann,"5' 6""",135,Orthodox,12,6,0,18,Sara McMann,f,f
2612,Sara McMann,"$52,500 ",2015,170,Sara,McMann,"5' 6""",135,Orthodox,12,6,0,18,Sara McMann,f,f
2613,Sara McMann,"$166,000 ",2016,170,Sara,McMann,"5' 6""",135,Orthodox,12,6,0,18,Sara McMann,f,f
2614,Sara McMann,"$107,000 ",2017,170,Sara,McMann,"5' 6""",135,Orthodox,12,6,0,18,Sara McMann,f,f
2615,Sara McMann,"$43,000 ",2018,170,Sara,McMann,"5' 6""",135,Orthodox,12,6,0,18,Sara McMann,f,f
2616,Sara McMann,"$92,000 ",2020,170,Sara,McMann,"5' 6""",135,Orthodox,12,6,0,18,Sara McMann,f,f
2617,Jan Blachowicz,"$47,000 ",2014,118,Jan,Blachowicz,"6' 2""",205,Orthodox,28,9,0,37,Jan Blachowicz,m,t
2618,Jan Blachowicz,"$70,500 ",2015,118,Jan,Blachowicz,"6' 2""",205,Orthodox,28,9,0,37,Jan Blachowicz,m,t
2619,Jan Blachowicz,"$109,000 ",2016,118,Jan,Blachowicz,"6' 2""",205,Orthodox,28,9,0,37,Jan Blachowicz,m,t
2620,Jan Blachowicz,"$229,000 ",2017,118,Jan,Blachowicz,"6' 2""",205,Orthodox,28,9,0,37,Jan Blachowicz,m,t
2621,Jan Blachowicz,"$234,000 ",2018,118,Jan,Blachowicz,"6' 2""",205,Orthodox,28,9,0,37,Jan Blachowicz,m,t
2622,Jan Blachowicz,"$314,000 ",2019,118,Jan,Blachowicz,"6' 2""",205,Orthodox,28,9,0,37,Jan Blachowicz,m,t
2623,Jan Blachowicz,"$590,000 ",2020,118,Jan,Blachowicz,"6' 2""",205,Orthodox,28,9,0,37,Jan Blachowicz,m,t
2624,Corey Anderson,"$46,000 ",2014,105,Corey,Anderson,"6' 3""",205,Orthodox,14,5,0,19,Corey Anderson,m,f
2625,Corey Anderson,"$140,000 ",2015,105,Corey,Anderson,"6' 3""",205,Orthodox,14,5,0,19,Corey Anderson,m,f
2626,Corey Anderson,"$123,000 ",2016,105,Corey,Anderson,"6' 3""",205,Orthodox,14,5,0,19,Corey Anderson,m,f
2627,Corey Anderson,"$62,000 ",2017,105,Corey,Anderson,"6' 3""",205,Orthodox,14,5,0,19,Corey Anderson,m,f
2628,Corey Anderson,"$332,000 ",2018,105,Corey,Anderson,"6' 3""",205,Orthodox,14,5,0,19,Corey Anderson,m,f
2629,Corey Anderson,"$184,000 ",2019,105,Corey,Anderson,"6' 3""",205,Orthodox,14,5,0,19,Corey Anderson,m,f
2630,Corey Anderson,"$85,000 ",2020,105,Corey,Anderson,"6' 3""",205,Orthodox,14,5,0,19,Corey Anderson,m,f
2631,Elias Theodorou,"$46,000 ",2014,57,Elias,Theodorou,"6' 1""",185,Orthodox,16,3,0,19,Elias Theodorou,m,f
2632,Elias Theodorou,"$52,500 ",2015,57,Elias,Theodorou,"6' 1""",185,Orthodox,16,3,0,19,Elias Theodorou,m,f
2633,Elias Theodorou,"$42,500 ",2016,57,Elias,Theodorou,"6' 1""",185,Orthodox,16,3,0,19,Elias Theodorou,m,f
2634,Elias Theodorou,"$147,000 ",2017,57,Elias,Theodorou,"6' 1""",185,Orthodox,16,3,0,19,Elias Theodorou,m,f
2635,Elias Theodorou,"$158,000 ",2018,57,Elias,Theodorou,"6' 1""",185,Orthodox,16,3,0,19,Elias Theodorou,m,f
2636,Elias Theodorou,"$50,000 ",2019,57,Elias,Theodorou,"6' 1""",185,Orthodox,16,3,0,19,Elias Theodorou,m,f
2637,Katsunori Kikuno,"$46,000 ",2014,60,Katsunori,Kikuno,"5' 8""",145,Orthodox,24,8,2,34,Katsunori Kikuno,m,f
2638,Katsunori Kikuno,"$26,500 ",2015,60,Katsunori,Kikuno,"5' 8""",145,Orthodox,24,8,2,34,Katsunori Kikuno,m,f
2639,Mairbek Taisumov,"$46,000 ",2014,7,Mairbek,Taisumov,"5' 9""",155,Orthodox,27,6,0,33,Mairbek Taisumov,m,f
2640,Mairbek Taisumov,"$102,000 ",2015,7,Mairbek,Taisumov,"5' 9""",155,Orthodox,27,6,0,33,Mairbek Taisumov,m,f
2641,Mairbek Taisumov,"$87,000 ",2016,7,Mairbek,Taisumov,"5' 9""",155,Orthodox,27,6,0,33,Mairbek Taisumov,m,f
2642,Mairbek Taisumov,"$91,000 ",2017,7,Mairbek,Taisumov,"5' 9""",155,Orthodox,27,6,0,33,Mairbek Taisumov,m,f
2643,Mairbek Taisumov,"$37,000 ",2018,7,Mairbek,Taisumov,"5' 9""",155,Orthodox,27,6,0,33,Mairbek Taisumov,m,f
2644,Mairbek Taisumov,"$27,000 ",2019,7,Mairbek,Taisumov,"5' 9""",155,Orthodox,27,6,0,33,Mairbek Taisumov,m,f
2645,Nikita Krylov,"$46,000 ",2014,120,Nikita,Krylov,"6' 3""",205,Orthodox,27,8,0,35,Nikita Krylov,m,f
2646,Nikita Krylov,"$54,500 ",2015,120,Nikita,Krylov,"6' 3""",205,Orthodox,27,8,0,35,Nikita Krylov,m,f
2647,Nikita Krylov,"$116,000 ",2016,120,Nikita,Krylov,"6' 3""",205,Orthodox,27,8,0,35,Nikita Krylov,m,f
2648,Nikita Krylov,"$31,000 ",2018,120,Nikita,Krylov,"6' 3""",205,Orthodox,27,8,0,35,Nikita Krylov,m,f
2649,Nikita Krylov,"$265,000 ",2019,120,Nikita,Krylov,"6' 3""",205,Orthodox,27,8,0,35,Nikita Krylov,m,f
2650,Nikita Krylov,"$180,000 ",2020,120,Nikita,Krylov,"6' 3""",205,Orthodox,27,8,0,35,Nikita Krylov,m,f
2651,Warlley Alves,"$46,000 ",2014,88,Warlley,Alves,"5' 11""",170,Orthodox,15,5,0,20,Warlley Alves,m,f
2652,Warlley Alves,"$76,700 ",2015,88,Warlley,Alves,"5' 11""",170,Orthodox,15,5,0,20,Warlley Alves,m,f
2653,Warlley Alves,"$59,500 ",2016,88,Warlley,Alves,"5' 11""",170,Orthodox,15,5,0,20,Warlley Alves,m,f
2654,Warlley Alves,"$51,000 ",2017,88,Warlley,Alves,"5' 11""",170,Orthodox,15,5,0,20,Warlley Alves,m,f
2655,Warlley Alves,"$87,000 ",2018,88,Warlley,Alves,"5' 11""",170,Orthodox,15,5,0,20,Warlley Alves,m,f
2656,Warlley Alves,"$148,000 ",2019,88,Warlley,Alves,"5' 11""",170,Orthodox,15,5,0,20,Warlley Alves,m,f
2657,Leonardo Santos,"$45,000 ",2014,73,Leonardo,Santos,"6' 0""",155,Orthodox,18,6,1,25,Leonardo Santos,m,f
2658,Leonardo Santos,"$122,500 ",2015,73,Leonardo,Santos,"6' 0""",155,Orthodox,18,6,1,25,Leonardo Santos,m,f
2659,Leonardo Santos,"$45,000 ",2016,73,Leonardo,Santos,"6' 0""",155,Orthodox,18,6,1,25,Leonardo Santos,m,f
2660,Leonardo Santos,"$103,000 ",2019,73,Leonardo,Santos,"6' 0""",155,Orthodox,18,6,1,25,Leonardo Santos,m,f
2661,Leonardo Santos,"$57,000 ",2020,73,Leonardo,Santos,"6' 0""",155,Orthodox,18,6,1,25,Leonardo Santos,m,f
2662,Albert Tumenov,"$44,000 ",2014,125,Albert,Tumenov,"5' 11""",170,Orthodox,18,4,0,22,Albert Tumenov,m,f
2663,Albert Tumenov,"$126,500 ",2015,125,Albert,Tumenov,"5' 11""",170,Orthodox,18,4,0,22,Albert Tumenov,m,f
2664,Albert Tumenov,"$99,000 ",2016,125,Albert,Tumenov,"5' 11""",170,Orthodox,18,4,0,22,Albert Tumenov,m,f
2665,Bethe Correia,"$44,000 ",2014,189,Bethe,Correia,"5' 5""",135,Orthodox,11,6,1,18,Bethe Correia,f,f
2666,Bethe Correia,"$55,000 ",2015,189,Bethe,Correia,"5' 5""",135,Orthodox,11,6,1,18,Bethe Correia,f,f
2667,Bethe Correia,"$80,000 ",2016,189,Bethe,Correia,"5' 5""",135,Orthodox,11,6,1,18,Bethe Correia,f,f
2668,Bethe Correia,"$64,000 ",2017,189,Bethe,Correia,"5' 5""",135,Orthodox,11,6,1,18,Bethe Correia,f,f
2669,Bethe Correia,"$82,900 ",2019,189,Bethe,Correia,"5' 5""",135,Orthodox,11,6,1,18,Bethe Correia,f,f
2670,Bethe Correia,"$34,000 ",2020,189,Bethe,Correia,"5' 5""",135,Orthodox,11,6,1,18,Bethe Correia,f,f
2671,Chas Skelly,"$44,000 ",2014,239,Chas,Skelly,"5' 11""",145,Orthodox,18,3,0,21,Chas Skelly,m,f
2672,Chas Skelly,"$54,500 ",2015,239,Chas,Skelly,"5' 11""",145,Orthodox,18,3,0,21,Chas Skelly,m,f
2673,Chas Skelly,"$123,000 ",2016,239,Chas,Skelly,"5' 11""",145,Orthodox,18,3,0,21,Chas Skelly,m,f
2674,Chas Skelly,"$73,500 ",2017,239,Chas,Skelly,"5' 11""",145,Orthodox,18,3,0,21,Chas Skelly,m,f
2675,Chas Skelly,"$30,000 ",2018,239,Chas,Skelly,"5' 11""",145,Orthodox,18,3,0,21,Chas Skelly,m,f
2676,Chas Skelly,"$60,000 ",2019,239,Chas,Skelly,"5' 11""",145,Orthodox,18,3,0,21,Chas Skelly,m,f
2677,Jessica Andrade,"$44,000 ",2014,109,Jessica,Andrade,"5' 1""",125,Orthodox,22,9,0,31,Jessica Andrade,f,t
2678,Jessica Andrade,"$78,000 ",2015,109,Jessica,Andrade,"5' 1""",125,Orthodox,22,9,0,31,Jessica Andrade,f,t
2679,Jessica Andrade,"$148,000 ",2016,109,Jessica,Andrade,"5' 1""",125,Orthodox,22,9,0,31,Jessica Andrade,f,t
2680,Jessica Andrade,"$353,000 ",2017,109,Jessica,Andrade,"5' 1""",125,Orthodox,22,9,0,31,Jessica Andrade,f,t
2681,Jessica Andrade,"$266,000 ",2018,109,Jessica,Andrade,"5' 1""",125,Orthodox,22,9,0,31,Jessica Andrade,f,t
2682,Jessica Andrade,"$370,000 ",2019,109,Jessica,Andrade,"5' 1""",125,Orthodox,22,9,0,31,Jessica Andrade,f,t
2683,Jessica Andrade,"$310,000 ",2020,109,Jessica,Andrade,"5' 1""",125,Orthodox,22,9,0,31,Jessica Andrade,f,t
2684,Justin Scoggins,"$44,000 ",2014,128,Justin,Scoggins,"5' 7""",125,Southpaw,11,5,0,16,Justin Scoggins,m,f
2685,Justin Scoggins,"$30,000 ",2015,128,Justin,Scoggins,"5' 7""",125,Southpaw,11,5,0,16,Justin Scoggins,m,f
2686,Justin Scoggins,"$63,000 ",2016,128,Justin,Scoggins,"5' 7""",125,Southpaw,11,5,0,16,Justin Scoggins,m,f
2687,Justin Scoggins,"$24,000 ",2017,128,Justin,Scoggins,"5' 7""",125,Southpaw,11,5,0,16,Justin Scoggins,m,f
2688,Justin Scoggins,"$24,000 ",2018,128,Justin,Scoggins,"5' 7""",125,Southpaw,11,5,0,16,Justin Scoggins,m,f
2689,Kevin Lee,"$44,000 ",2014,65,Kevin,Lee,"5' 9""",170,Orthodox,18,7,0,25,Kevin Lee,m,f
2690,Kevin Lee,"$78,500 ",2015,65,Kevin,Lee,"5' 9""",170,Orthodox,18,7,0,25,Kevin Lee,m,f
2691,Kevin Lee,"$227,000 ",2016,65,Kevin,Lee,"5' 9""",170,Orthodox,18,7,0,25,Kevin Lee,m,f
2692,Kevin Lee,"$517,000 ",2017,65,Kevin,Lee,"5' 9""",170,Orthodox,18,7,0,25,Kevin Lee,m,f
2693,Kevin Lee,"$239,000 ",2018,65,Kevin,Lee,"5' 9""",170,Orthodox,18,7,0,25,Kevin Lee,m,f
2694,Kevin Lee,"$327,000 ",2019,65,Kevin,Lee,"5' 9""",170,Orthodox,18,7,0,25,Kevin Lee,m,f
2695,Kevin Lee,"$83,800 ",2020,65,Kevin,Lee,"5' 9""",170,Orthodox,18,7,0,25,Kevin Lee,m,f
2696,Kyoji Horiguchi,"$44,000 ",2014,162,Kyoji,Horiguchi,"5' 5""",125,Orthodox,19,2,0,21,Kyoji Horiguchi,m,f
2697,Kyoji Horiguchi,"$111,000 ",2015,162,Kyoji,Horiguchi,"5' 5""",125,Orthodox,19,2,0,21,Kyoji Horiguchi,m,f
2698,Kyoji Horiguchi,"$110,000 ",2016,162,Kyoji,Horiguchi,"5' 5""",125,Orthodox,19,2,0,21,Kyoji Horiguchi,m,f
2699,Pedro Munhoz,"$44,000 ",2014,343,Pedro,Munhoz,"5' 6""",135,Orthodox,19,6,0,25,Pedro Munhoz,m,f
2700,Pedro Munhoz,"$14,500 ",2015,343,Pedro,Munhoz,"5' 6""",135,Orthodox,19,6,0,25,Pedro Munhoz,m,f
2701,Pedro Munhoz,"$179,500 ",2016,343,Pedro,Munhoz,"5' 6""",135,Orthodox,19,6,0,25,Pedro Munhoz,m,f
2702,Pedro Munhoz,"$148,000 ",2017,343,Pedro,Munhoz,"5' 6""",135,Orthodox,19,6,0,25,Pedro Munhoz,m,f
2703,Pedro Munhoz,"$228,000 ",2018,343,Pedro,Munhoz,"5' 6""",135,Orthodox,19,6,0,25,Pedro Munhoz,m,f
2704,Pedro Munhoz,"$214,173 ",2019,343,Pedro,Munhoz,"5' 6""",135,Orthodox,19,6,0,25,Pedro Munhoz,m,f
2705,Pedro Munhoz,"$111,000 ",2020,343,Pedro,Munhoz,"5' 6""",135,Orthodox,19,6,0,25,Pedro Munhoz,m,f
2706,Ildemar Alcantara,"$40,000 ",2014,43,Ildemar,Alcantara,"6' 2""",185,Orthodox,21,11,0,32,Ildemar Alcantara,m,f
2707,Ildemar Alcantara,"$57,000 ",2015,43,Ildemar,Alcantara,"6' 2""",185,Orthodox,21,11,0,32,Ildemar Alcantara,m,f
2708,Ali Bagautinov,"$38,000 ",2014,5,Ali,Bagautinov,"5' 4""",125,Orthodox,15,6,0,21,Ali Bagautinov,m,f
2709,Ali Bagautinov,"$16,500 ",2015,5,Ali,Bagautinov,"5' 4""",125,Orthodox,15,6,0,21,Ali Bagautinov,m,f
2710,Ali Bagautinov,"$54,000 ",2016,5,Ali,Bagautinov,"5' 4""",125,Orthodox,15,6,0,21,Ali Bagautinov,m,f
2711,Zach Makovsky,"$38,000 ",2014,46,Zach,Makovsky,"5' 4""",125,Southpaw,20,8,0,28,Zach Makovsky,m,f
2712,Zach Makovsky,"$47,000 ",2015,46,Zach,Makovsky,"5' 4""",125,Southpaw,20,8,0,28,Zach Makovsky,m,f
2713,Zach Makovsky,"$58,000 ",2016,46,Zach,Makovsky,"5' 4""",125,Southpaw,20,8,0,28,Zach Makovsky,m,f
2714,Aljamain Sterling,"$36,000 ",2014,341,Aljamain,Sterling,"5' 7""",135,Orthodox,20,3,0,23,Aljamain Sterling,m,t
2715,Aljamain Sterling,"$54,500 ",2015,341,Aljamain,Sterling,"5' 7""",135,Orthodox,20,3,0,23,Aljamain Sterling,m,t
2716,Aljamain Sterling,"$32,500 ",2016,341,Aljamain,Sterling,"5' 7""",135,Orthodox,20,3,0,23,Aljamain Sterling,m,t
2717,Aljamain Sterling,"$212,000 ",2017,341,Aljamain,Sterling,"5' 7""",135,Orthodox,20,3,0,23,Aljamain Sterling,m,t
2718,Aljamain Sterling,"$163,000 ",2018,341,Aljamain,Sterling,"5' 7""",135,Orthodox,20,3,0,23,Aljamain Sterling,m,t
2719,Aljamain Sterling,"$310,000 ",2019,341,Aljamain,Sterling,"5' 7""",135,Orthodox,20,3,0,23,Aljamain Sterling,m,t
2720,Aljamain Sterling,"$212,000 ",2020,341,Aljamain,Sterling,"5' 7""",135,Orthodox,20,3,0,23,Aljamain Sterling,m,t
2721,Chad Laprise,"$36,000 ",2014,23,Chad,Laprise,"5' 10""",170,Orthodox,13,4,0,17,Chad Laprise,m,f
2722,Chad Laprise,"$99,500 ",2015,23,Chad,Laprise,"5' 10""",170,Orthodox,13,4,0,17,Chad Laprise,m,f
2723,Chad Laprise,"$55,100 ",2016,23,Chad,Laprise,"5' 10""",170,Orthodox,13,4,0,17,Chad Laprise,m,f
2724,Chad Laprise,"$160,000 ",2017,23,Chad,Laprise,"5' 10""",170,Orthodox,13,4,0,17,Chad Laprise,m,f
2725,Chad Laprise,"$66,000 ",2018,23,Chad,Laprise,"5' 10""",170,Orthodox,13,4,0,17,Chad Laprise,m,f
2726,Claudio Silva,"$36,000 ",2014,205,Claudio,Silva,"5' 11""",170,Southpaw,14,3,0,17,Claudio Silva,m,f
2727,Claudio Silva,"$77,500 ",2018,205,Claudio,Silva,"5' 11""",170,Southpaw,14,3,0,17,Claudio Silva,m,f
2728,Claudio Silva,"$71,000 ",2019,205,Claudio,Silva,"5' 11""",170,Southpaw,14,3,0,17,Claudio Silva,m,f
2729,Claudio Silva,"$35,000 ",2020,205,Claudio,Silva,"5' 11""",170,Southpaw,14,3,0,17,Claudio Silva,m,f
2730,Colby Covington,"$36,000 ",2014,211,Colby,Covington,"5' 11""",170,Orthodox,16,3,0,19,Colby Covington,m,t
2731,Colby Covington,"$44,500 ",2015,211,Colby,Covington,"5' 11""",170,Orthodox,16,3,0,19,Colby Covington,m,t
2732,Colby Covington,"$85,500 ",2016,211,Colby,Covington,"5' 11""",170,Orthodox,16,3,0,19,Colby Covington,m,t
2733,Colby Covington,"$154,000 ",2017,211,Colby,Covington,"5' 11""",170,Orthodox,16,3,0,19,Colby Covington,m,t
2734,Colby Covington,"$380,000 ",2018,211,Colby,Covington,"5' 11""",170,Orthodox,16,3,0,19,Colby Covington,m,t
2735,Colby Covington,"$680,000 ",2019,211,Colby,Covington,"5' 11""",170,Orthodox,16,3,0,19,Colby Covington,m,t
2736,Colby Covington,"$310,000 ",2020,211,Colby,Covington,"5' 11""",170,Orthodox,16,3,0,19,Colby Covington,m,t
2737,Ernest Chavez,"$36,000 ",2014,98,Ernest,Chavez,"5' 8""",145,Orthodox,10,2,0,12,Ernest Chavez,m,f
2738,George Sullivan,"$36,000 ",2014,384,George,Sullivan,"6' 0""",170,Orthodox,17,7,0,24,George Sullivan,m,f
2739,George Sullivan,"$47,500 ",2015,384,George,Sullivan,"6' 0""",170,Orthodox,17,7,0,24,George Sullivan,m,f
2740,George Sullivan,"$19,500 ",2016,384,George,Sullivan,"6' 0""",170,Orthodox,17,7,0,24,George Sullivan,m,f
2741,George Sullivan,"$44,000 ",2018,384,George,Sullivan,"6' 0""",170,Orthodox,17,7,0,24,George Sullivan,m,f
2742,Jake Matthews,"$36,000 ",2014,118,Jake,Matthews,"5' 11""",170,Orthodox,17,5,0,22,Jake Matthews,m,f
2743,Jake Matthews,"$38,500 ",2015,118,Jake,Matthews,"5' 11""",170,Orthodox,17,5,0,22,Jake Matthews,m,f
2744,Jake Matthews,"$146,500 ",2016,118,Jake,Matthews,"5' 11""",170,Orthodox,17,5,0,22,Jake Matthews,m,f
2745,Jake Matthews,"$49,000 ",2017,118,Jake,Matthews,"5' 11""",170,Orthodox,17,5,0,22,Jake Matthews,m,f
2746,Jake Matthews,"$198,000 ",2018,118,Jake,Matthews,"5' 11""",170,Orthodox,17,5,0,22,Jake Matthews,m,f
2747,Jake Matthews,"$66,000 ",2019,118,Jake,Matthews,"5' 11""",170,Orthodox,17,5,0,22,Jake Matthews,m,f
2748,Jake Matthews,"$184,000 ",2020,118,Jake,Matthews,"5' 11""",170,Orthodox,17,5,0,22,Jake Matthews,m,f
2749,James Vick,"$36,000 ",2014,53,James,Vick,"6' 3""",155,Orthodox,13,5,0,18,James Vick,m,f
2750,James Vick,"$70,000 ",2015,53,James,Vick,"6' 3""",155,Orthodox,13,5,0,18,James Vick,m,f
2751,James Vick,"$60,500 ",2016,53,James,Vick,"6' 3""",155,Orthodox,13,5,0,18,James Vick,m,f
2752,James Vick,"$162,500 ",2017,53,James,Vick,"6' 3""",155,Orthodox,13,5,0,18,James Vick,m,f
2753,James Vick,"$99,000 ",2018,53,James,Vick,"6' 3""",155,Orthodox,13,5,0,18,James Vick,m,f
2754,James Vick,"$225,000 ",2019,53,James,Vick,"6' 3""",155,Orthodox,13,5,0,18,James Vick,m,f
2755,Joanna Jedrzejczyk,"$36,000 ",2014,27,Joanna,Jedrzejczyk,"5' 6""",115,Orthodox,16,4,0,20,Joanna Jedrzejczyk,f,t
2756,Joanna Jedrzejczyk,"$274,000 ",2015,27,Joanna,Jedrzejczyk,"5' 6""",115,Orthodox,16,4,0,20,Joanna Jedrzejczyk,f,t
2757,Joanna Jedrzejczyk,"$560,000 ",2016,27,Joanna,Jedrzejczyk,"5' 6""",115,Orthodox,16,4,0,20,Joanna Jedrzejczyk,f,t
2758,Joanna Jedrzejczyk,"$430,000 ",2017,27,Joanna,Jedrzejczyk,"5' 6""",115,Orthodox,16,4,0,20,Joanna Jedrzejczyk,f,t
2759,Joanna Jedrzejczyk,"$370,000 ",2018,27,Joanna,Jedrzejczyk,"5' 6""",115,Orthodox,16,4,0,20,Joanna Jedrzejczyk,f,t
2760,Joanna Jedrzejczyk,"$130,000 ",2019,27,Joanna,Jedrzejczyk,"5' 6""",115,Orthodox,16,4,0,20,Joanna Jedrzejczyk,f,t
2761,Joanna Jedrzejczyk,"$186,000 ",2020,27,Joanna,Jedrzejczyk,"5' 6""",115,Orthodox,16,4,0,20,Joanna Jedrzejczyk,f,t
2762,Nordine Taleb,"$36,000 ",2014,16,Nordine,Taleb,"6' 1""",170,Orthodox,15,7,0,22,Nordine Taleb,m,f
2763,Nordine Taleb,"$41,500 ",2015,16,Nordine,Taleb,"6' 1""",170,Orthodox,15,7,0,22,Nordine Taleb,m,f
2764,Nordine Taleb,"$32,500 ",2016,16,Nordine,Taleb,"6' 1""",170,Orthodox,15,7,0,22,Nordine Taleb,m,f
2765,Nordine Taleb,"$154,000 ",2017,16,Nordine,Taleb,"6' 1""",170,Orthodox,15,7,0,22,Nordine Taleb,m,f
2766,Nordine Taleb,"$102,000 ",2018,16,Nordine,Taleb,"6' 1""",170,Orthodox,15,7,0,22,Nordine Taleb,m,f
2767,Nordine Taleb,"$85,000 ",2019,16,Nordine,Taleb,"6' 1""",170,Orthodox,15,7,0,22,Nordine Taleb,m,f
2768,Royston Wee,"$36,000 ",2014,48,Royston,Wee,"5' 7""",135,Orthodox,4,1,0,5,Royston Wee,m,f
2769,Royston Wee,"$9,600 ",2015,48,Royston,Wee,"5' 7""",135,Orthodox,4,1,0,5,Royston Wee,m,f
2770,Ruslan Magomedov,"$36,000 ",2014,31,Ruslan,Magomedov,"6' 3""",242,Orthodox,14,1,0,15,Ruslan Magomedov,m,f
2771,Ruslan Magomedov,"$26,500 ",2015,31,Ruslan,Magomedov,"6' 3""",242,Orthodox,14,1,0,15,Ruslan Magomedov,m,f
2772,Sean Strickland,"$36,000 ",2014,370,Sean,Strickland,"6' 1""",185,Orthodox,24,3,0,27,Sean Strickland,m,f
2773,Sean Strickland,"$53,500 ",2015,370,Sean,Strickland,"6' 1""",185,Orthodox,24,3,0,27,Sean Strickland,m,f
